#SampleID,Wildfire,Library,SampleNum,SiteID,Plot,Subplot,TimePoint,Date,SampleType,SoilDepth,Longitude,Latitude,Aspect,Slope,Treatment,BAERsbs,AshSeverity,InitialAshDepth,Elev,TSFdays,TSFweeks,TSFmonths,TotalSolarRad,AvgSolarRad,AvgWind,AvgAirTemp,AvgFuelTemp,AvgHumidity,TotalPrecip,AvgPrecip
B009Holy5NT3,HolyFire,Lib1,9,CNF05NTP3,CNF05,5N,TP3,10/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,5.5,1200,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B010Holy5ET3,HolyFire,Lib1,10,CNF05ETP3,CNF05,5E,TP3,10/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,4.5,1200,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B011Holy5ST3,HolyFire,Lib1,11,CNF05STP3,CNF05,5S,TP3,10/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,8.25,1200,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B012Holy5WT3,HolyFire,Lib1,12,CNF05WTP3,CNF05,5W,TP3,10/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,7.75,1200,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B013Holy5NT4,HolyFire,Lib1,13,CNF05NTP4,CNF05,5N,TP4,11/19/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,5.5,1200,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B014Holy5ET4,HolyFire,Lib1,14,CNF05ETP4,CNF05,5E,TP4,11/19/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,4.5,1200,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B015Holy5ST4,HolyFire,Lib1,15,CNF05STP4,CNF05,5S,TP4,11/19/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,8.25,1200,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B016Holy5WT4,HolyFire,Lib1,16,CNF05WTP7,CNF05,5W,TP4,11/19/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,7.75,1200,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B017Holy5NT5,HolyFire,Lib1,17,CNF05NTP5,CNF05,5N,TP5,12/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,5.5,1200,95,13,3,89.22,2.88,3.6,12,11.4,50,50.55,1.63
B018Holy5ET5,HolyFire,Lib1,18,CNF05ETP5,CNF05,5E,TP5,12/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,4.5,1200,95,13,3,89.22,2.88,3.6,12,11.4,50,50.55,1.63
B019Holy5ST5,HolyFire,Lib1,19,CNF05STP5,CNF05,5S,TP5,12/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,8.25,1200,95,13,3,89.22,2.88,3.6,12,11.4,50,50.55,1.63
B020Holy5WT5,HolyFire,Lib1,20,CNF05WTP5,CNF05,5W,TP5,12/17/18,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,7.75,1200,95,13,3,89.22,2.88,3.6,12,11.4,50,50.55,1.63
B021Holy1ET6,HolyFire,Lib1,21,CNF01ETP6,CNF01,1E,TP6,1/22/19,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,Low,1,1232,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B022Holy1WT6,HolyFire,Lib1,22,CNF01WTP6,CNF01,1W,TP6,1/22/19,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,Moderate,4,1232,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B023Holy1NT6,HolyFire,Lib1,23,CNF01NTP6,CNF01,1N,TP6,1/22/19,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,High,7,1232,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B024Holy1ST6,HolyFire,Lib1,24,CNF01STP6,CNF01,1S,TP6,1/22/19,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,High,7.5,1232,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B025Holy2ET6,HolyFire,Lib1,25,CNF02ETP6,CNF02,2E,TP6,1/22/19,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,Moderate,4,1265,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B026Holy2ST6,HolyFire,Lib1,26,CNF02STP6,CNF02,2S,TP6,1/22/19,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B027Holy2NT6,HolyFire,Lib1,27,CNF02NTP6,CNF02,2N,TP6,1/22/19,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B028Holy2WT6,HolyFire,Lib1,28,CNF02WTP6,CNF02,2W,TP6,1/22/19,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B029Holy3ST6,HolyFire,Lib1,29,CNF03STP6,CNF03,3S,TP6,1/22/19,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Low,1.3,1240,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B030Holy3ET6,HolyFire,Lib1,30,CNF03ETP6,CNF03,3E,TP6,1/22/19,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Moderate,4,1240,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B031Holy3WT6,HolyFire,Lib1,31,CNF03WTP6,CNF03,3W,TP6,1/22/19,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Moderate,2,1240,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B032Holy3NT6,HolyFire,Lib1,32,CNF03NTP6,CNF03,3N,TP6,1/22/19,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,High,4.5,1240,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B033Holy6NT6,HolyFire,Lib1,33,CNF06NTP6,CNF06,6N,TP6,1/22/19,Soil,10,33.67167497,-117.458871,Southwest,12.89,Burned,Moderate,Moderate,1.9,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B034Holy6ET6,HolyFire,Lib1,34,CNF06ETP6,CNF06,6E,TP6,1/22/19,Soil,10,33.67167497,-117.458871,Southwest,12.89,Burned,Moderate,High,11.75,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B035Holy6ST6,HolyFire,Lib1,35,CNF06STP6,CNF06,6S,TP6,1/22/19,Soil,10,33.67167497,-117.458871,Southwest,12.89,Burned,Moderate,High,5.5,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B036Holy6WT6,HolyFire,Lib1,36,CNF06WTP6,CNF06,6W,TP6,1/22/19,Soil,10,33.67167497,-117.458871,Southwest,12.89,Burned,Moderate,Low,1.16,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B037Holy7NT6,HolyFire,Lib1,37,CNF07NTP6,CNF07,7N,TP6,1/22/19,Soil,10,33.67135101,-117.458591,Southwest,25.55,Unburned,Unburned,Unburned,0,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B038Holy7ET6,HolyFire,Lib1,38,CNF07ETP6,CNF07,7E,TP6,1/22/19,Soil,10,33.67135101,-117.458591,Southwest,25.55,Unburned,Unburned,Unburned,0,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B039Holy7WT6,HolyFire,Lib1,39,CNF07WTP6,CNF07,7W,TP6,1/22/19,Soil,10,33.67135101,-117.458591,Southwest,25.55,Unburned,Unburned,Unburned,0,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B040Holy7ST6,HolyFire,Lib1,40,CNF07STP6,CNF07,7S,TP6,1/22/19,Soil,10,33.67135101,-117.458591,Southwest,25.55,Unburned,Unburned,Unburned,0,1288,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B041Holy8NT6,HolyFire,Lib1,41,CNF08NTP6,CNF08,8N,TP6,1/22/19,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B042Holy8ET6,HolyFire,Lib1,42,CNF08ETP6,CNF08,8E,TP6,1/22/19,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B043Holy8ST6,HolyFire,Lib1,43,CNF08STP6,CNF08,8S,TP6,1/22/19,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B044Holy8WT6,HolyFire,Lib1,44,CNF08WTP6,CNF08,8W,TP6,1/22/19,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B045Holy9NT6,HolyFire,Lib1,45,CNF09NTP6,CNF09,9N,TP6,1/22/19,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B046Holy9ET6,HolyFire,Lib1,46,CNF09ETP6,CNF09,9E,TP6,1/22/19,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B047Holy9ST6,HolyFire,Lib1,47,CNF09STP6,CNF09,9S,TP6,1/22/19,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B048Holy9WT6,HolyFire,Lib1,48,CNF09WTP6,CNF09,9W,TP6,1/22/19,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B049Holy5NT6,HolyFire,Lib1,49,CNF05NTP6,CNF05,5N,TP6,1/22/19,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,5.5,1200,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B050Holy5ET6,HolyFire,Lib1,50,CNF05ETP6,CNF05,5E,TP6,1/22/19,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,4.5,1200,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B051Holy5ST6,HolyFire,Lib1,51,CNF05STP6,CNF05,5S,TP6,1/22/19,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,8.25,1200,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B052Holy5WT6,HolyFire,Lib1,52,CNF05WTP6,CNF05,5W,TP6,1/22/19,Soil,10,33.67808503,-117.457193,West,29.46,Burned,Moderate,High,7.75,1200,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B053Holy4NT6,HolyFire,Lib1,53,CNF04NTP6,CNF04,4N,TP6,1/22/19,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Low,0.5,1260,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B054Holy4ET6,HolyFire,Lib1,54,CNF04ETP6,CNF04,4E,TP6,1/22/19,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,High,4.7,1260,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B055Holy4ST6,HolyFire,Lib1,55,CNF04STP6,CNF04,4S,TP6,1/22/19,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Moderate,2.5,1260,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B056Holy4WT6,HolyFire,Lib1,56,CNF04WTP6,CNF04,4W,TP6,1/22/19,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Moderate,3,1260,131,18,4,91.46,3.05,4.4,12,11.4,54,147.83,4.93
B099Holy1NT4,HolyFire,Lib1,99,CNF01NTP4,CNF01,1N,TP4,11/19/18,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,High,7,1232,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B100Holy1ET4,HolyFire,Lib1,100,CNF01ETP4,CNF01,1E,TP4,11/19/18,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,Low,1,1232,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B101Holy1ST4,HolyFire,Lib1,101,CNF01STP4,CNF01,1S,TP4,11/19/18,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,High,7.5,1232,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B102HolyCNF1WT4,HolyFire,Lib2,102,CNF01WTP4,CNF01,1W,TP4,11/19/18,Soil,10,33.69009898,-117.463133,South,9.4,Burned,Moderate,Moderate,4,1232,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B103HolyCNF2NT4,HolyFire,Lib2,103,CNF02NTP4,CNF02,2N,TP4,11/19/18,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B104HolyCNF2ET4,HolyFire,Lib2,104,CNF02ETP4,CNF02,2E,TP4,11/19/18,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,Moderate,4,1265,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B105HolyCNF2ST4,HolyFire,Lib2,105,CNF02STP4,CNF02,2S,TP4,11/19/18,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B106HolyCNF2WT4,HolyFire,Lib2,106,CNF02WTP4,CNF02,2W,TP4,11/19/18,Soil,10,33.69537304,-117.471397,Southwest,23.66,Burned,Moderate,High,6,1265,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B107HolyCNF3NT4,HolyFire,Lib2,107,CNF03NTP4,CNF03,3N,TP4,11/19/18,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,High,4.5,1240,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B108HolyCNF3ET4,HolyFire,Lib2,108,CNF03ETP4,CNF03,3E,TP4,11/19/18,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Moderate,4,1240,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B109HolyCNF3ST4,HolyFire,Lib2,109,CNF03STP4,CNF03,3S,TP4,11/19/18,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Low,1.3,1240,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B110HolyCNF3WT4,HolyFire,Lib2,110,CNF03WTP4,CNF03,3W,TP4,11/19/18,Soil,10,33.69325502,-117.466555,Southwest,12.54,Burned,Moderate,Moderate,2,1240,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B111HolyCNF4NT4,HolyFire,Lib2,111,CNF04NTP4,CNF04,4N,TP4,11/19/18,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Low,0.5,1260,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B112HolyCNF4ET4,HolyFire,Lib2,112,CNF04ETP4,CNF04,4E,TP4,11/19/18,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,High,4.7,1260,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B113HolyCNF4ST4,HolyFire,Lib2,113,CNF04STP4,CNF04,4S,TP4,11/19/18,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Moderate,2.5,1260,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B114HolyCNF4WT4,HolyFire,Lib2,114,CNF04WTP4,CNF04,4W,TP4,11/19/18,Soil,10,33.68456097,-117.457109,South,15.71,Burned,Moderate,Moderate,3,1260,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B115HolyCNF8NT4,HolyFire,Lib2,115,CNF08NTP4,CNF08,8N,TP4,11/19/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B116HolyCNF8ET4,HolyFire,Lib2,116,CNF08ETP4,CNF08,8E,TP4,11/19/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B117HolyCNF8ST4,HolyFire,Lib2,117,CNF08STP4,CNF08,8S,TP4,11/19/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B118HolyCNF8WT4,HolyFire,Lib2,118,CNF08WTP4,CNF08,8W,TP4,11/19/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B119HolyCNF9NT4,HolyFire,Lib2,119,CNF09NTP4,CNF09,9N,TP4,11/19/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B120HolyCNF9ET4,HolyFire,Lib2,120,CNF09ETP4,CNF09,9E,TP4,11/19/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B121HolyCNF9ST4,HolyFire,Lib2,121,CNF09STP4,CNF09,9S,TP4,11/19/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B123HolyCNF9WT4,HolyFire,Lib2,123,CNF09WTP4,CNF09,9W,TP4,11/19/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,67,9,2,108.69,3.62,4,16,15.3,41,59.18,1.97
B124HolyCNF9NT3,HolyFire,Lib2,124,CNF09NTP3,CNF09,9N,TP3,10/17/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B125HolyCNF9ET3,HolyFire,Lib2,125,CNF09ETP3,CNF09,9E,TP3,10/17/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B126HolyCNF9ST3,HolyFire,Lib2,126,CNF09STP3,CNF09,9S,TP3,10/17/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B127HolyCNF9WT3,HolyFire,Lib2,127,CNF09WTP3,CNF09,9W,TP3,10/17/18,Soil,10,33.66779901,-117.455492,Southeast,19.05,Unburned,Unburned,Unburned,0,1239,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B128HolyCNF8NT3,HolyFire,Lib2,128,CNF08NTP3,CNF08,8N,TP3,10/17/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B129HolyCNF8ET3,HolyFire,Lib2,129,CNF08ETP3,CNF08,8E,TP3,10/17/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
B130HolyCNF8ST3,HolyFire,Lib2,130,CNF08STP3,CNF08,8S,TP3,10/17/18,Soil,10,33.66813001,-117.45604,Southwest,10.29,Unburned,Unburned,Unburned,0,1249,34,4.5,1,138.93,4.48,3.2,19,19,50,21.08,0.68
